DIRECTORID	NAME	TITLES
nm0538107	Lech Majewski	The Garden of Earthly Delights, The Mill and the Cross, Valley of the Gods, Wojaczek
nm4190172	Brooke Bundy	The Greggs, The Hunger Games, The Hunger Games: Catching Fire
nm0992718	Thomas Robins	The Hobbit: An Unexpected Journey, The Lord of the Rings: The Return of the King
nm1412045	Peter Livolsi	The House of Tomorrow
nm5810189	Elena Rossini	The Illusionists
nm1882666	Denis Rovira van Boekholt	The Influence
nm0139913	Lucille Carra	The Inland Sea
nm0460534	Brian Knappenberger	The Internet's Own Boy: The Story of Aaron Swartz, We Are Legion: The Story of the Hacktivists
nm0427551	Heather A. Maxwell	The Iron Giant
nm5065068	Damien Ounouri	The Last Queen
nm4979187	John D. Patterson	The Legend of Earl Durand
nm0950841	Chatrichalerm Yukol	The Legend of Suriyothai
nm4141599	Kaouther Ben Hania	The Man Who Sold His Skin
nm0062341	Michael Baumgarten	The Martial Arts Kid
nm1820340	John Magary	The Mend
nm0415859	Matt Jaissle	The Necro Files
nm9630405	Brandon Eric Kamin	The Nomads
nm4295913	Timothy Wheeler	The Other Shore: The Diana Nyad Story
nm2115758	Nick Robertson	The Pack
nm0354017	Zafar Hai	The Perfect Murder
nm0826512	Michael Stenberg	The Planet
nm4103835	Neena Nejad	The Price of Honor
nm2400561	Daniele Anastasion	The Redemption of General Butt Naked
nm5728777	Paloma Lommel	The Schoolboy
nm0110088	Frank Brittain	The Set
nm5058881	Rodrigo Guerrero	The Third One
nm2956867	Christina Clausen	The Universe of Keith Haring
nm0348321	Hrafn Gunnlaugsson	The White Viking, When the Raven Flies
nm11975653	Nathan Maddams	The Wiggles: Space Dancing
nm0114917	William O. Brown	The Witchmaker
nm3450601	Simon Horrocks	Third Contact
nm0613120	Grant Munro	Toys
nm5468510	Omer Moutasim	Train Station
nm0801561	Andrew Sinclair	Under Milk Wood
nm0811502	Kim A. Snyder	Us Kids
nm2717803	Nailah Jefferson	Vanishing Pearls: The Oystermen of Pointe a la Hache
nm2350892	Siva	Vedalam, Viswasam, Vivegam
nm1245178	Danielle MacLean	We Are Still Here
nm3581951	Deepak Rauniyar	White Sun
nm7393918	Allan Zion	Who's Crazy?
nm11868816	Chris Maltby	Mighty Ira
nm6667323	Debra Johanyak	More Than Chance
nm0313434	George W. George	My Dinner with Andre, Red Mountain
nm3534176	Johnny Ma	Old Stone
nm1099265	Nigel Paterson	Planet Dinosaur
nm0012571	Matthew Aeberhard	Redemption, The Crimson Wing: Mystery of the Flamingos, Transformers: Dark of the Moon
nm0803523	Britta Sjogren	Redemption Trail
nm1200832	Mani Shankar	Rudraksh, Tango Charlie
nm0049570	V. Scott Balcerek	Satan & Adam
nm2057785	Ami Livne	Sharqiya
nm1918140	Justin Benson	Something in the Dirt, Spring, Synchronic, The Endless
nm3172182	Sami Khan	St. Louis Superman
nm3857756	Ángel Agudo	Sweet Home
nm0512003	Åke Lindman	Telefon, The Eagle Has Landed, The Unknown Soldier
nm1015100	Tom Konkle	The Art of Football from A to Z, Trouble Is My Business
nm2182866	Julien Leclercq	The Assault, The Crew
nm1097519	Ben Jehoshua	The Chosen
nm0029014	Peter Andrikidis	The Diplomat
nm0009200	Kevin Abrams	The Dynamiter
nm0386303	Toshio Hirata	The Girl Who Leapt Through Time
nm4980888	Barry Andersson	The Lumber Baron
nm0791146	Brad Shellady	The Texas Chainsaw Massacre: A Family Portrait
nm0683478	Alex Pillai	The Wyvern Mystery
nm0485153	Mark Landsman	Thunder Soul
nm1190539	Tony Okun	Time in the Minors
nm0327244	Eduardo Gondell	Turu, the Wacky Hen
nm0165316	Erik Clausen	Villa paranoia
nm0472954	Hajrudin Krvavac	Walter Defends Sarajevo
nm0464776	Marjut Komulainen	We Are the Pirates of the Roads
nm0639357	Maeve O'Boyle	Seaside, The 8th
nm4057245	Eisuke Naitô	Yattâman
nm7246975	Matthieu Bareyre	Young and Alive
nm10916151	Cha Sung-Duk	Young-ju
nm0004192	Kenny Hotz	Zack and Miri Make a Porno
nm0691341	Leonid Popov	Zemlya Sannikova
nm3661014	Caner Alper	Zenne Dancer
nm6889333	Anna Nikolenko	Zolotye ruki
nm2589186	Hans-Jörg Hofer	Zweisitzrakete
nm0087943	José María Blay	¡¡Arriba las mujeres!!
nm3252853	Selçuk Aydemir	Çalgi Çengi
nm0183659	Gérard Courant	
nm2351897	John Sheppard	
nm0580334	Dan Merchant	
nm5702060	Alan Byron	
nm0521730	Robin Lough	
nm8867677	Toka McBaror	
nm1274185	John Das	
nm0127511	Christy Cabanne	
nm2281806	Massimiliano Camaiti	
nm0013706	Javier Aguirre	
nm0813510	Ivan Solovov	
nm0483462	Stephan Lamby	
nm0066985	Ira Steven Behr	
nm0246473	José Díaz Morales	
nm6538161	Jeremy Chipper	
nm0600257	Álex Montoya	
nm9243808	Gianluca Leuzzi	
nm3789632	Rosario Cervio	
nm4224822	Jeff Houkal	
nm3662564	Robert Livings	
nm0532269	William D. MacGillivray	
nm2876628	Frank Sabatella	
nm0050048	Rafael Baledón	
nm5164360	Bo Sjökvist	
nm2220174	Tommy Woodard	
nm0953520	Drazen Zarkovic	
nm0771728	Ted Schillinger	
nm12560062	Martin Jauvat	
nm2547384	Jameel Saleem	
nm0348417	Per Gunvall	
nm2361914	Lourens Blok	
nm4564983	Douglas Farra	
nm1190971	Bernd Schaarmann	
nm2871012	Ben Wilson	
nm0058885	Richard Bartlett	
nm0375973	Ralph Hemecker	
nm0469937	Vladimir Krasnopolskiy	
nm0958139	Herrmann Zschoche	
nm0747752	Tabajara Ruas	
nm1637857	Valeriy Ugarov	
nm2255926	Christian Sparkes	
nm0910870	Chung-Kuang Wang	
nm1312631	David Hutt	
nm0539950	David Mallet	
nm0294301	Thomas Hamilton	
nm0449070	Phil Keoghan	
nm0280432	Lewin Fitzhamon	
nm0044310	Myriam Aziza	
nm0573743	Tom McNamara	
nm1726331	Bill Bailey	
nm0357143	Gary Halvorson	
nm1965747	Yûji Tajiri	
nm2288356	Brett M. Butler	
nm0431270	Jovan Jovanovic	
nm3257683	Zachary Johnson	
nm2611462	Adeline Darraux	
nm5119048	Ryô Tanaka	
nm0954204	Dan Zeff	
nm0599624	Jorge Montesi	
nm5502713	Alexander Lemus Gadea	
nm0237707	Robert Drew	
nm0458676	Brian Klein	
nm0038295	Yûzô Asahara	
nm0738001	Carlo Rola	
nm5504979	Alexandra Neary	
nm0807749	Clive A. Smith	
nm2177770	Chet Brewster	
nm0518910	Chris Long	
nm2853330	Daniel de la Vega	
nm0665643	Alfonso Patiño Gómez	
nm2411864	Dominique Baumard	
nm0859414	Rhys Thomas	
nm3352715	Hisaaki Nagaoka	
nm0895720	Michel Vianey	
nm1637768	Jim Field Smith	
nm0013255	Agradoot	
nm7926155	Taylor King	
nm0121993	Rudy Burckhardt	
nm1646100	Sam Eastall	
nm0105680	Alexis Durand-Brault	
nm0427775	Clark Jones	
nm0382569	Jochen Hick	
nm2650458	Maxime-Claude L'Écuyer	
nm0788481	Craig Shapiro	
nm0719989	Sergio Renán	
nm2099669	Tatia Pilieva	
nm2304734	Evan Beamer	$50K and a Call Girl: A Love Story, Armed Response, The Runaways
nm1459238	Lee Eon-hie	...ing, Love Exposure, Missing Woman
nm4269769	Ilya Vlasov	00:10
nm5874000	Tory van Buskirk	10/31 Part 2
nm1009775	Greg Marcks	11:14, Echelon Conspiracy
nm0620561	Roger Nall	12 Strong, Darkman, The One
nm2769088	Andrey Zaytsev	14+
nm1831714	Jim Torres	20 Years After
nm1988479	Douglas James Vail	40: The Temptation of Christ
nm6125823	Grant Morrison	42 One Dream Rush
nm1286455	Simon Foster	50 Kisses
nm1546912	John Vincent	5ive Must Die
nm1253546	Syllas Tzoumerkas	A Blast, Homeland, To thavma tis thalassas ton Sargasson
nm0585243	Cathryn Michon	A Dog's Journey, Cook Off!, Muffin Top: A Love Story
nm0749509	Andrew Ruhemann	A Life Less Ordinary, How I Live Now, The Lost Thing
nm0500988	Claude Lelouch	A Man and a Woman, Les Misérables, September 11, Une fille et des fusils
nm3195757	François-Xavier Chanioux	A Monster in Paris, Oktapodi
nm0911061	Wayne Wang	A Thousand Years of Good Prayers, Chan Is Missing, Maid in Manhattan, Smoke
nm6249843	Hlynur Pálmason	A White, White Day, Godland, Winter Brothers
nm3609341	Jen Soska	ABCs of Death 2, American Mary, Dead Hooker in a Trunk, Rabid
nm0689498	Sam Pollard	ACORN and the Firestorm, MLK/FBI, Mr. Soul!, Sammy Davis, Jr.: I've Gotta Be Me
nm8767649	Radu Ciorniciuc	Acasa, My Home
nm1633015	Michel Franco	After Lucia, Chronic, New Order, Sundown
nm0458964	Saar Klein	After the Fall, Almost Famous, Jumper, The Thin Red Line
nm0768226	Tom Sawyer	Alice Goodbody
nm0000200	Bill Paxton	Aliens, Apollo 13, Frailty, Twister
nm0353183	Jeremy Haft	All Eyez on Me
nm0409869	John Ireland	All the King's Men, Red River, Spartacus, The Fast and the Furious
nm0232386	Rob Done	Allied, Black Mirror: Bandersnatch, Sunshine, Wonder Woman
nm0773002	Jan Schmidt	Amadeus, Late August at the Hotel Ozone
nm1810035	Mark Jarrett	American Honey, The Tree of Life
nm2133928	Fabrice Lambot	Among the Living, Ciencias naturales, Dying God, The Theatre Bizarre
nm0703368	Giulio Questi	Amori pericolosi, Death Laid an Egg, Latin Lovers
nm6169834	Lucy Knox	An Act of Love
nm0859877	Barnaby Thompson	An Ideal Husband, St. Trinian's, Wayne's World
nm2063968	Damien O'Connor	Angela's Christmas, Angela's Christmas Wish
nm2765738	Marianne Elliott	Angels in America: Part I - Millennium Approaches, War Horse
nm0927445	Robert Wiemer	Anna to the Infinite Power
nm0098524	Detlef Bothe	Anonymous, Anthropoid, Spectre
nm12354993	Sarah Noah	Apple of My Eyes, Sheikh Jackson
nm5594944	Tom Botchii	Artik
nm3424962	Eric Pedicelli	Ask No Questions
nm0005537	Don Was	Assassins, Black Rain, Hope Floats
nm0411654	Emmanuel Itier	Attila, Femme
nm3068100	James P. Bennett	Attrition, Black Water, Jersey Boys, Kickboxer: Retaliation
nm9671364	Kwabena Gyansah	Azali
nm1540404	Max Minghella	Babylon, Spiral, The Ides of March, The Social Network
nm0871860	Jeff Tremaine	Bad Trip, Jackass 3D, Jackass Presents: Bad Grandpa, The Dirt
nm0864092	Ray Tintori	Beasts of the Southern Wild, Death to the Tinman, In the Cut, Æon Flux
nm4221160	Niels van Koevorden	Becoming Mona
nm2106742	Hisham Zaman	Before Snowfall
nm0400059	Peter Ily Huemer	Before Sunrise, Kiss Daddy Goodnight
nm4877401	Valerio Ruiz	Behind the White Glasses
nm1715454	Mohsen Amiryoussefi	Bitter Dream, Lovely Trash
nm3014404	Matthew Schilling	Black Box
nm0780799	Ted Sears	Cinderella, Pinocchio, Sleeping Beauty, Snow White and the Seven Dwarfs
nm0162056	Walter R. Cichy	Cop Killers, The Hills Have Eyes
nm2846368	Sean Patrick O'Reilly	Corrective Measures, Howard Lovecraft and the Frozen Kingdom, Pixies
nm1450964	Maciej Pieprzyca	Drzazgi, I'm a Killer, Icarus. The Legend of Mietek Kosz, Life Feels Good
nm0483726	Marsh Lamore	DuckTales the Movie: Treasure of the Lost Lamp, He-Man and She-Ra: The Secret of the Sword
nm1673745	Micah Gallo	Frozen, Hatchet, The Innkeepers, The Perfect Host
nm0894577	Henri Verneuil	Greed in the Sun, I... For Icarus, Mother, The Sheep Has Five Legs
nm5048826	Hadi El Bagoury	Hepta: The Last Lecture, Warda
nm5853230	Clare Lewins	I Am Ali, Kareem: Minority of One
nm0482494	Claude Lalonde	10½
nm1455690	Vincent Rocca	8ight After
nm7672392	Olaf S. Müller	A German Life
nm0752922	Eldar Ryazanov	A Railway Station for Two, Office Romance, Starye klyachi, The Promised Heaven
nm4974852	Bidisha Chowdhury	Adaline
nm0294094	Harold French	Adam and Evalyn, Encore, The Paris Express
nm5419504	Felicity Lanchester	Africa
nm2930723	Lauren DeFilippo	Ailey, Red Heaven
nm12315879	Fred Searle	Alien Invasion, Winnie-the-Pooh: Blood and Honey
nm1656974	Maclain Nelson	Aliens Abducted My Parents and Now I Feel Kinda Left Out, Dudes & Dragons, Once I Was a Beehive
nm1795697	Caetano Gotardo	All the Dead Ones
nm2386983	Justin Brooks	Alone with You
nm3188528	Brandon Dickerson	Amanda & Jack Go Glamping
nm2532035	Matt D'Elia	American Animal, Power Rangers
nm0414312	Alan Jacobs	American Gun, Nina Takes a Lover
nm0019760	Howard Alk	American Revolution 2, Janis, The Murder of Fred Hampton
nm1815707	Haylar Garcia	An American Terror, Apartment 212
nm0903049	Josef von Sternberg	Anatahan, Shanghai Express, The Devil Is a Woman, The Docks of New York
nm3749687	Haley Bishop	Angel Has Fallen, Host, Tom & Jerry
nm0949031	Kōzaburō Yoshimura	Anjô-ke no butôkai
nm0506290	Kristian Levring	Antichrist, Den du frygter, The King Is Alive, The Salvation
nm1809806	Jake Hamilton	Area 51
nm4396602	Thomas Della Bella	Arthur, Furious 7, The Boy Next Door
nm0403963	Karim Hussain	Ascension, Infinity Pool, Possessor
nm0773603	Julian Schnabel	At Eternity's Gate, Basquiat, Before Night Falls, The Diving Bell and the Butterfly
nm1761965	Gauravv K. Chawla	Baazaar
nm8753216	Samantha Lee	Baka bukas
nm0451576	Iosif Kheifits	Baltic Deputy, The Lady with the Dog, The Rumyantsev Case
nm0817620	Richard Speight Jr.	Band of Brothers
nm1919981	Piraphan Laoyont	Bangkok Dangerous, Last Life in the Universe, Sick Nurses
nm0637089	Lynn Novick	Baseball, The War
nm0005017	Katie Holmes	Batman Begins, Disturbing Behavior, Jack and Jill
nm3734897	Tony Tang	Beach Spike
nm0994485	Jeff Myers	Becoming Santa
nm1107925	Lori Evans Taylor	Bed Rest
nm0916271	Robert D. Webb	Beneath the 12-Mile Reef, In Old Chicago, Seven Cities of Gold, The Cape Town Affair
nm2808594	George Giovanis	Bereave
nm0290954	Herz Frank	Beyond the Fear
nm3198924	Jon Foy	Big Stone Gap, Resurrect Dead: The Mystery of the Toynbee Tiles
nm2046521	Ryan Heffington	Birds of Prey and the Fantabulous Emancipation of One Harley Quinn, Licorice Pizza, The East
nm4798740	Matt Johnson	BlackBerry, Operation Avalanche, The Dirties
nm1253004	Anders Riis-Hansen	Blekingegadebanden
nm0586399	Ted V. Mikels	Blood Orgy of the She-Devils, Ten Violent Women, The Doll Squad
nm0209414	Francis dela Torre	Blood Ransom
nm0041280	Remy Auberjonois	Blood Stripe, Fair Game, Michael Clayton, The International
nm0951975	S. Craig Zahler	Bone Tomahawk, Brawl in Cell Block 99, Dragged Across Concrete
nm3555328	Matthew Hammett Knott	Bonobo
nm2535793	Phil Chapman	Born in China, Wild China
nm1274319	Elizabeth Marcus	Bowling for Columbine, No Manifesto: A Film About Manic Street Preachers
nm0452319	Beeban Kidron	Bridget Jones: The Edge of Reason, To Wong Foo, Thanks for Everything! Julie Newmar
nm0585990	Victor Mignatti	Broadway Damage, Trapped in the Closet: Chapters 13-22
nm3777356	Chip Mabry	Brutal Beauty: Tales of the Rose City Rollers
nm1275856	Eric Von Haessler	CSNY/Déjà Vu, Scarred but Smarter: Life n Times of Drivin n Cryin
nm0284759	Patricia Font	Café para llevar
nm0061394	Franco Battiato	Call Me by Your Name, Children of Men, Musikanten
nm2488216	Boris Lojkine	Camille
nm4804442	Nia DaCosta	Candyman, Little Woods
nm0942698	Patrick Wright	Cannonball!, Graduation Day, Track of the Moon Beast
nm0133067	Paul Campion	Captain America: Civil War, The Devil's Rock, The Lord of the Rings: The Fellowship of the Ring
nm0505740	Vasili Levin	Captain Nemo
nm0890367	António-Pedro Vasconcelos	Cats Don't Have Vertigo, Jaime, Os Imortais
nm4217458	Will Sheff	Cedar Rapids, Down Down the Deep River
nm5099330	Vianney Lebasque	Chacun pour tous, The Dream Kids
nm1516376	Yoav Shamir	Checkpoint, Defamation
nm2209002	Lars Klevberg	Child's Play, Polaroid, The Worst Person in the World
nm0744954	Murray Roth	Chinatown Squad
nm2414786	Frasco Mortiz	Cinco
nm0462860	Wolf Koenig	City of Gold, Kanehsatake: 270 Years of Resistance
nm0056006	Neema Barnette	Civil Brand
nm6366015	Alistair Legrand	Clinical, The Diabolical
nm0994512	Robert Clem	Company K
nm1473426	Will Jewell	Concrete Plans
nm2808114	Allan Spiers	Confessions of a Prodigal Son, The World We Make
nm0955541	Mikhail Zharov	Conquest of Peter the Great, Peter the First
nm0561813	Ron Maxwell	Copperhead, Gettysburg, Gods and Generals
nm0407307	Steve Ihnat	Countdown, The Honkers
nm2536997	David Victori	Cross the Line
nm0102929	Reb Braddock	Curdled
nm5465097	Ilaira Mallalieu	David Attenborough: A Life on Our Planet
nm2123947	Del Harvey	Dead Girls
nm0001837	Peter Weir	Dead Poets Society, Master and Commander: The Far Side of the World, The Way Back, Witness
nm0144881	Joseph Castelo	Death Metal Angola, The Preppie Connection, The War Within
nm0554084	Marina Martins	Death Zone: Cleaning Mount Everest
nm0188165	Michael Cristofer	Die Hard with a Vengeance, Original Sin, The Bonfire of the Vanities, The Witches of Eastwick
nm0642223	Kevin O'Neill	Dinocroc, Dracula, Dragon: The Bruce Lee Story, Piranha 3D
nm0232527	Walter Doniger	Duffy of San Quentin, Rope of Sand, Stone Cold
nm1406806	Robert Heydon	Ecstasy, Isabelle
nm2473806	Aaron Jay Rome	End Trip, Get on Up
nm3453283	Daniel Kwan	Everything Everywhere All at Once, Swiss Army Man
nm0419779	Peter Jaysen	Fahrenheit 451
nm2263902	Kate Lane	Fear of Water
nm0950000	Robert Young	Fierce Creatures, Splitting Heirs
nm6064448	Sungho Moon	Five Million Dollar Life
nm0696171	David Presley	Free Guy, Starship Troopers, The Postman, The Rundown
nm1096552	Konstantin Faigle	Frohes Schaffen - Ein Film zur Senkung der Arbeitsmoral
nm8013809	Fanny Liatard	Gagarine
nm3352576	Adrien Merigeau	Genius Loci, Song of the Sea, The Secret of Kells
nm0001239	John Frankenheimer	George Wallace, Seven Days in May, The Island of Dr. Moreau, The Manchurian Candidate
nm0236226	Michael Dowse	Goon, It's All Gone Pete Tong, Stuber, What If
nm0461163	Elina Knihtilä	Haarautuvan rakkauden talo, Matti: Hell Is for Heroes, The Good Son
nm3271945	Katharina Gellein Viken	Hard Tide, The Inbetweeners
nm0254178	Adam Elliot	Harvie Krumpet
nm0400652	Howard Hughes	Hell's Angels, Scarface, The Outlaw
nm1470390	Rob Schroeder	Holidays, Ultrasound
nm2001520	John Anderson	Horn from the Heart: The Paul Butterfield Story
nm0254788	Deb Ellis	Howard Zinn: You Can't Be Neutral on a Moving Train
nm4437599	Daniel Sawka	Icebox
nm0636066	Simone North	In Her Skin
nm3233030	Patrick Ward-Perkins	Ink & Steel
nm0530608	Erik Løchen	Jakten, Remonstrance
nm4628917	Jakub Tarkowski	Jez Jerzy
nm1392807	Christopher Hickman	Jonah: A VeggieTales Movie, VeggieTales: The Wonderful World of Autotainment
nm1375533	Jyothi Krishna	Kedi, Oxygen
nm11705297	Márcia Monteiro	Legado Italiano
nm0217596	Michael Delmer	Lighthouse Love
nm3401991	Jakob Lass	Love Steaks, Tiger Girl
nm0233071	Tom Donovan	Lovespell
nm0653271	Linda Otto	Adam, Burnt Offerings
nm1305849	Brian A. Metcalf	Adverse, Living Among Us
nm1031732	Charles Officer	Akilla's Escape, Unarmed Verses
nm2301268	Don Maxwell	Ambrose Bierce: Civil War Stories
nm0265856	Francesco Falaschi	As Needed
nm0249334	Rafael Edholm	Babas bilar, The One and Only, Vingar av glas
nm0515005	Sam Liu	Batman: The Killing Joke
nm1148912	Eitan Gorlin	Bayou Caviar, The Holy Land
nm1563341	Harris Doran	Beauty Mark, Kokomo City
nm0827294	Michael Paul Stephenson	Best Worst Movie, Girlfriend's Day, The American Scream
nm1506819	David Posamentier	Better Living Through Chemistry, Garden State
nm2058013	Chaitanya Dantuluri	Bhala Thandanana
nm4313283	Varun V. Sharma	Bharat, Bunty Aur Babli 2, Sultan, Tiger Zinda Hai
nm0097259	Walerian Borowczyk	Blanche, Théâtre de Monsieur & Madame Kabal
nm0712384	Alan Ravenscroft	Blondie's New York and the Making of Parallel Lines, The Ritchie Blackmore Story
nm0128382	Israel Adrián Caetano	Bolivia, Chronicle of an Escape, Pizza, Beer, and Cigarettes
nm8148318	Sarah Gross	Boléro
nm0563243	Dan Mazer	Borat, Borat Subsequent Moviefilm, I Give It a Year
nm0401366	Don Hulette	Breaker! Breaker!, Safety Last!
nm0147985	Jeff Celentano	Breaking Point, Gunshy, The Hill, The Player
nm4293131	Ja-kwan Kong	Buddy's Mom
nm3258872	Bethany Brooke Showalter	Burning Kentucky, The Trials of Cate McCall
nm0794848	Michael Shoob	Bush's Brain
nm0162343	Matt Cimber	Butterfly, The Black 6
nm1009277	Dax Shepard	CHIPS, Hit and Run, Idiocracy, Zathura: A Space Adventure
nm5241376	Chun Wong	Call of Heroes, Mad World
nm0002653	Joe Johnston	Captain America: The First Avenger, October Sky, Raiders of the Lost Ark, The Rocketeer
nm5237286	Natasha Merkulova	Captain Volkonogov Escaped, Intimate Parts, The Man Who Surprised Everyone
nm0506977	Bradford Lewis	Cars 2, How to Train Your Dragon: The Hidden World, Ratatouille, Starship Troopers
nm1672062	Shin Jeong-won	Chaw
nm0003355	Christopher Monger	Chica de Río, The Englishman Who Went Up a Hill But Came Down a Mountain
nm9313753	Yi Zheng	Child, Come Back Home
nm0424550	B.S. Johnson	Christie Malry's Own Double-Entry, Unfair!, You're Human Like the Rest of Them
nm0581835	Félix Mesguich	Cirque de Gavarni: Caravane, Panorama de la ligne de Cauteréts: Le tunnel
nm2668534	Saravana Subbiah	Citizen, Viduthalai: Part 1
nm1190282	Justin McConnell	Clapboard Jungle: Surviving the Independent Film Business, Lifechanger
nm3309755	Petrus Cariry	Clarisse or Something About Us
nm4323446	Hsin-yao Huang	Classmates Minus, The Great Buddha+
nm1310383	Du-yeong Kim	Clementine
