WRITERID	NAME	TITLES
nm0097119	Pascal Borno	In the Fire, The Devil's Double, Third Person
nm0516384	Terry Loane	In the Land of Saints and Sinners, Mickybo and Me
nm1356655	Dan Stroncak	In the Name of the King: A Dungeon Siege Tale, Soul Assassin
nm4470058	Joonas Einola	Indebted
nm3686896	David G. Evans	Indivisible, The Grace Card
nm10384662	Elin Willows	Inland
nm1129765	Erik Crary	Inland Empire, Uncle John
nm1405206	Oscar Orlando Torres	Instructions Not Included
nm1880974	Michael Ryan	Interpreters: a C & Earth Chronicle - quantum 1
nm0016263	Antonio Albanese	Intrepido: A Lonely Hero, La fame e la sete, Uomo d'acqua dolce
nm3832598	Keita Yamada	Inu no eiga
nm1113487	Luca Bianchini	Io che amo solo te
nm0883255	Enrico Vaime	Io tigro, tu tigri, egli tigra
nm0840412	Tammi Sutton	Isle of Dogs
nm0851733	Tiffany Tavernier	It All Starts Today, The Clockmaker
nm8206930	Dunja Vujovic	JJ+E
nm5369662	Bharti Jakhar	Jal, Torbaaz
nm0568377	Andrew McElfresh	Jay and Silent Bob Reboot, White Chicks, Yoga Hosers
nm1818341	C. Fitz	Jewel's Catch One
nm0332950	Ashutosh Gowariker	Jodhaa Akbar, Lagaan: Once Upon a Time in India, Mohenjo Daro, Swades
nm3270108	Veronica Kedar	Joe + Belle
nm0424092	Viking Johansson	Johan Falk: Kodnamn - Lisa
nm0444006	James Kearns	John Q
nm0264242	John Eyres	Judge and Jury, Miss Sloane, Monolith
nm0344171	Jean Gruault	Jules and Jim, My American Uncle, The Story of Adele H, The Wild Child
nm0118353	Frank Buck	Jungle Cavalcade
nm0196882	Raaj Kumar Dahima	Kabhi Haan Kabhi Naa, One 2 Ka 4, Phir Bhi Dil Hai Hindustani
nm15525996	Stylox Vai	Kabuliwala, Surongo
nm0004363	Rakesh Roshan	Kaho Naa... Pyaar Hai, Koi... Mil Gaya, Krrish
nm3721662	Nilesh Maniyar	Kaminey, Margarita with a Straw, The Sky Is Pink
nm0945847	Mitsuo Yanagimachi	Kamyu nante shiranai
nm0643446	Alanis Obomsawin	Kanehsatake: 270 Years of Resistance, Our People Will Be Healed
nm0875953	Michael Tucker	Karl Marx City, The Prisoner or: How I Planned to Kill Tony Blair
nm0833691	Gene Stratton-Porter	Keeper of the Bees
nm5395721	Alistair Moore	Kickoff
nm0860690	Scott Thompson	Kids in the Hall: Brain Candy, The Pacifier
nm1189063	Ramón De España	Kill Me Tender
nm1876411	Friedrich Reinhold Kreutzwald	Kilplased
nm0905818	Bruce Wagner	Knight of Cups, Maps to the Stars, Shocker, Wild Palms
nm2746751	Aaron Burns	Knock Knock, The Green Inferno
nm0831624	Oliver Stoltz	Knockin' on Heaven's Door, The Green Wave
nm0087995	Jirí Blazek	Konec starych casu
nm1216949	Stefan Kobe	Kundschafter des Friedens, Last Hippie Standing
nm4552557	Ilaria Macchia	L'attesa
nm0043498	Robert Axelrod	La Femme Nikita, Mighty Morphin Power Rangers, The Blob
nm0681302	Bruna Piatti	La parmigiana
nm0460120	Nicolas Klotz	La question humaine
nm0587073	Carlton Miles	Ladies They Talk About, Lady Gangster
nm8135234	Conan Altatis	Lakbayan
nm8202585	Alex Soh	Lang Tong
nm1556957	Daniel Fabelo	Lazer Team 2
nm0299692	Paul Féval	Le Bossu
nm0723818	Jacques Richard	Le fantôme d'Henri Langlois
nm0816458	Charles Spaak	Le grand jeu, Panique, The Grand Illusion
nm4677862	Charly Delwart	Le marquis
nm0547017	Benoît Mariage	Les convoyeurs attendent, Les rayures du zèbre
nm10284372	Larry Watson	Let Him Go
nm2083678	Laura Solon	Let It Snow, Office Christmas Party, The School for Good and Evil
nm0045780	Frank Bacon	Lightnin'
nm7326067	Satya Deva	Lion
nm2980113	Dorothy Blyskal	Live by Night, Logan, The 15:17 to Paris, The House
nm2433914	Kyle Lawrence	Logan, The Predator
nm8941411	Robert Pollock	Loophole
nm1589584	Milford Graves	Lord Shango, Milford Graves Full Mantis, River of Fundament
nm1141809	Mikhail Koltsov	Loshadi v okeane
nm5453925	Kenneth Owens	Lost Time
nm11276902	He Yihe	Lost in Russia
nm2559188	Sophie Kluge	Love Again, Perfume: The Story of a Murderer
nm2675015	Behren Schulz	Love Is Now
nm0734398	Jeff Roda	Love Liza
nm0492307	Chris Law	Love in the Time of Cholera, Warriors of Virtue
nm0110901	Julian Brodie	Love on the Run
nm1680346	Caprice Crane	Love, Wedding, Marriage
nm2064142	Nik Fackler	Lovely, Still, Sick Birds Die Easy
nm0460008	Karen Klopfenstein	Loving Annabelle
nm3250342	Christopher Louie	Lucky, XOXO
nm1008389	Henri Vendresse	Lucrezia Borgia
nm5768434	Jorge Diaz de Bedoya	Luna de cigarras
nm1884759	Zeina Durra	Luxor
nm3331778	Ron Shely	Macheads
nm1115341	Dale Stelly	Machete Kills, Sin City: A Dame to Kill For
nm1935424	Hiroyuki Yoshino	Macross Frontier: The Wings of Farewell
nm3777126	Bastien Dubois	Madagascar, a Journey Diary
nm12490994	Valentina Tronova	Major Grom: Plague Doctor
nm2020358	Chandu Shah	Malamaal Weekly
nm0562204	Seika Mayama	Man of the House, The 47 Ronin
nm3108319	Tiziana Masucci	Mannaggia alla miseria!
nm9891870	Justine Philie	Maria
nm0574853	Ivan Della Mea	Marianne & Juliane, Mother's Heart, Tepepa
nm1672138	Grischa Duncker	Mario
nm2313946	John Grogan	Marley & Me
nm2925066	Mazen Khaled	Martyr
nm2039220	Choo Chang-min	Masquerade, Night of 7 Years
nm1689473	Rosalind Butler	Material
nm0540426	Greg Malone	Maudie
nm1236653	Christopher Yost	Max Steel, Thor: Ragnarok, Thor: The Dark World
nm3124294	Isabel Peña	May God Save Us, The Beasts, The Candidate
nm1883583	Yoshihiro Nishimura	Meatball Machine Kodoku, The ABCs of Death, Tokyo Gore Police
nm0179132	Bill Corbett	Meet Dave
nm0175028	Richard Connell	Meet John Doe, The Most Dangerous Game, Two Girls and a Sailor
nm0581224	Monte Merrick	Memphis Belle, Mr. Baseball, Staying Together
nm0560444	Todd Mattox	Men in Black, Men in Black II
nm1179678	André Schneider	Men to Kiss
nm3582757	Jeffrey Grellman	Mermaid Down
nm2017759	Ivan Levene	Messages
nm1563077	William Dean Howells	Mickey's Once Upon a Christmas
nm0499448	Gilles Legrand	Micmacs, Ridicule, Widow of St. Pierre
nm0664194	Inés París	Miguel and William, Semen, una historia de amor, The Night My Mother Killed My Father
nm0240987	Martine Dugowson	Mina Tannenbaum, Shadow Play
nm0096332	Mauro Borrelli	Mindcage, Pirates of the Caribbean: Dead Man's Chest, WarHunt
nm0319607	Pip Gilmour	Minutes to Die: The World's Ignored Health Crisis
nm1085908	Lee Hwan-kyung	Miracle in Cell No. 7, The Guy Was Cool
nm5213775	Jason Spencer	Miso Hungry
nm1785804	Pierre-Pascal Rossi	Miséricorde
nm0552409	Ian Kennedy Martin	Mitchell, Sweeney 2
nm0594878	Valeri Mnatsakanov	Mne ne bolno
nm0166996	Maurice Cloche	Monsieur Vincent
nm0757111	Yûji Sakamoto	Monster
nm0199167	Bill Danch	Monster from the Ocean Floor
nm0493071	Vincent Lawrence	Monte Carlo, Moon Over Miami
nm1512910	Duncan Jones	Moon, Mute, Source Code, Warcraft
nm1032539	Stephan Schesch	Moon Man, The Cave of the Yellow Dog, Werner: Eat My Dust!!!
nm12160300	Choi Ha-na	More Than Family
nm2652613	Marco Ristori	Morning Star
nm2977474	Park Eun-kyo	Mother
nm7207147	Meghvrat Singh	Motichoor Chaknachoor
nm10388460	Andrea Chalupa	Mr. Jones
nm0497575	Man-Yiu Lee	Mulan, Rumble in the Bronx, The Meg, Who Am I?
nm0107780	Gordon Bressack	Murder, Anyone?, My Pure Joy
nm1097761	Robert Keppel	Murder: No Apparent Motive, The Riverman
nm0389591	P.J. Hogan	Muriel's Wedding, My Best Friend's Wedding, Peter Pan, The Dressmaker
nm6256457	Frank Graziano	Murina
nm5643295	Dallas Clayton	Music
nm1573069	Alessia Lepore	My Body Will Bury You
nm5735886	Diego Freitas	My Dead Ones
nm4790708	Ruth Stiles Gannett	My Father's Dragon
nm6946481	Katie Found	My First Summer
nm5967210	Jirô Ohkawara	My Sweet Grappa Remedies
nm3217484	K.K. Sudhakaran	Namukku Parkkan Munthiri Thoppukal
nm2762302	Nikyatu Jusu	Nanny
nm2409119	Peter Yost	National Geographic: Inside North Korea
nm4219902	Park Hoon-jung	New World, Night in Paradise, The Tiger, V.I.P.
nm0017759	Radu Aldulescu	Next Stop Paradise
nm0363813	Barbara S. Harper	Night Creatures
nm9760457	You-Pyung Lee	Night of 7 Years
nm2218266	James Justice	Nightmare Beach
nm0196448	Maria Dabrowska	Nights and Days
nm0631221	George T. Nierenberg	No Maps on My Taps, Say Amen, Somebody
nm0624789	Anthony Neilson	Normal, The Debt Collector
nm1746955	Matthias Bauer	Northmen: A Viking Saga
nm0519882	Fernando Lopes	O Delfim
nm0276631	Neyde Figueiredo	O Trapalhão na Ilha do Tesouro
nm0824817	Arend Steenbergen	Offside
nm1961289	Jim Clements	Garfield: His 9 Lives
nm3731375	Chuck Norfolk	Getting Schooled
nm1351157	Stephen Massicotte	Ginger Snaps Back: The Beginning, The Dark
nm0510790	Wolfgang Limmer	Habermann
nm3665687	Filipe Matzembacher	Hard Paint, Seashore
nm16058949	Jagdish Sharma	Heropanti 2
nm7745954	Fei Li	Hidden Man, Red Amnesia
nm0541629	Alan Mandel	House Calls, Smokey and the Bandit
nm1230593	Anne Holm	I Am David
nm0775056	Maria Schrader	I'm Your Man
nm0088908	Per Blom	Ice Palace
nm0665993	Giuseppe Patroni Griffi	Il mare, Love Circle, The Divine Nymph, The Driver's Seat
nm0645443	Yoshikazu Okada	Ima, ai ni yukimasu, The 8-Year Engagement, The Last 10 Years
nm0112668	Hilary Brougher	Innocence, South Mountain, Stephanie Daley, The Sticky Fingers of Time
nm0106810	Alexandre Breffort	Irma la Douce, Love and the Frenchwoman
nm0000129	Tom Cruise	Jerry Maguire, Minority Report, Mission: Impossible II, Top Gun
nm1068661	Frank Beauvais	Just Don't Think I'll Scream
nm0767402	William Savage	Klunkerz
nm7470524	Elisa Puerto Aubel	La venganza de Jairo
nm1950742	Alex Parkinson	Last Breath, Lucy, the Human Chimp
nm0730516	Dominique Robelet	Le choc
nm6750313	Davide Stefanato	Leo Da Vinci: Mission Mona Lisa
nm0489636	Marghanita Laski	Little Boy Lost
nm2710332	Jean de Baroncelli	Love at Twenty, One Step to Eternity
nm3934000	Wayne Wapeemukwa	Luk'Luk'I
nm1327800	Osku Pajamäki	Madam President
nm2587497	Seong-gyun Park	Master Kim vs Master Kim vs Master Kim
nm4826769	Lori Marett	Meant to Be
nm0469079	Peter van Kraaij	Meisje
nm9673109	Alaa Kassab	Menneskesmuglerne
nm0022981	Manuel Altolaguirre	Mexican Bus Ride
nm0270381	Jason Feffer	Midnight Heat, Night Hunter, Richie Rich's Christmas Wish, Virtual Combat
nm0301930	Zona Gale	Miss Lulu Bett
nm1815907	Yogesh Vinayak Joshi	Mumbai Meri Jaan, Sunrise
nm0462954	Ron Koertge	Negative Space
nm0556194	Robert A. Masciantonio	Neighbor
nm0812850	Giancarlo Soldi	Nero
nm0062658	George Baxt	Night of the Eagle, The City of the Dead, The Shadow of the Cat
nm0117663	Niko von Glasow	NoBody's Perfect
nm0959004	Stefanie Zweig	Nowhere in Africa
nm1276301	Monty Lapica	Official Rejection, Self Medicated
nm0290310	Ryan Francis	Hook
nm0065496	Lars Becker	Kanak Attack
nm5443183	Megan Platts	Lily & Kat
nm2375970	Giasuddin Selim	Monpura
nm0279846	Mikhail Fishgoyt	My Family Treasure
nm3308045	Lucius C. Kuert	Mysteria
nm0920305	Lee Wells	Night of the Running Man
nm0846532	Brian Taggert	Of Unknown Origin, Poltergeist III, Wanted: Dead or Alive
nm0528963	Nick Lyon	On Fire, Species: The Awakening, The Surprise Visit
nm9119331	Lisa Nur Sultan	On My Skin: The Last Seven Days of Stefano Cucchi
nm0349071	Hervé Pierre-Gustave	On ne devrait pas exister
nm6808410	Gabriele del Grande	On the Bride's Side
nm0369492	Jeffrey Hause	Once Bitten
nm0258784	Yılmaz Erdoğan	Once Upon a Time in Anatolia, The Butterfly's Dream, The Water Diviner, Vizontele
nm9334336	Yuheng Lu	One Hundred Thousand Bad Jokes 2
nm1225921	Liz W. Garcia	One Percent More Humid, Purple Hearts, The Lifeguard
nm9619158	Gurkan Tanyas	Operation Cicero
nm0606611	James Morris	Operation Dumbo Drop
nm0190808	Géza Csáth	Opium: Diary of a Madwoman
nm1383995	Siddiq Barmak	Osama
nm1347425	Baek-yeob Seong	Oseam
nm9322774	Deep Basu	Oskar
nm2432785	Andrew Meier	Our Godfather
nm1429643	Errol Trzebinski	Out of Africa
nm1976416	Jennifer Tiexiera	P.S. Burn This Letter Please, Subject
nm2935674	Nagender Choudhary	Paltan
nm6563565	Alice Waddington	Paradise Hills
nm8381788	Mehdi Idir	Patients, School Life
nm4300889	Kim P. Wells	Pawn's Move, Princess Cut 3
nm0707705	O.P. Ralhan	Phool Aur Patthar
nm0896479	Marco Videtta	Pirates: Blood Brothers
nm0257259	Tom Engelman	Pitch Black, The Chronicles of Riddick, The Last Samurai, The Lone Ranger
nm0497543	Joanna Lee	Plan 9 from Outer Space
nm1464409	Aleksandr Kushner	Plastilinovaya vorona
nm8466656	Stanislaw Warwas	Playground
nm0153362	Jack Charney	Plunder Road
nm4114096	Tetsuo Yajima	Pokémon the Movie: Secrets of the Jungle, Pokémon the Movie: The Power of Us
nm1914841	Nick Deutsch	Pond Hockey
nm0973124	Aaron N. Feldman	Poop Talk
nm0781918	E.C. Segar	Popeye
nm4367210	Stephanie Jay	Powder Room
nm3011240	Natasha Jean Sparkes	Powder Room, The Tapes, Victim
nm0022335	Antoni Aloy	Presence of Mind
nm0811033	Earle Snell	Private Detective
nm0435289	Aleksandr Kaydanovskiy	Prostaya smert, Stalker, Zhena kerosinshchika
nm1124723	Henry Phillips	Punching Henry, Punching the Clown
nm4580294	Keith Jones	Punk in Africa
nm3814157	J.J. McDowell	Purge of Kingdoms
nm3455860	Vaso Hekimoglou	R20
nm3399976	Ben McPherson	Radioflash
nm1000974	Kirsty Gunn	Rain
nm0071770	Gary O. Bennett	Rain Without Thunder
nm2458479	Jeff Sagansky	Remember, The Private Lives of Pippa Lee
nm0123236	Geoff Burrowes	Return to Snowy River, Run, The Man from Snowy River
nm0736609	Randy Rogel	Rio 2
nm2651591	Shane Robert	Roanoke: The Lost Colony
nm5170504	Swati Goradiya	Roar: Tigers of the Sundarbans, Velaiilla Pattadhari 2
nm9808366	Ben Chandler	Robin Hood
nm0454199	Tim Kincaid	Robot Holocaust
nm1641334	Gwiyeoni	Romance of Their Own, The Guy Was Cool
nm0682787	Louise Randall Pierson	Roughly Speaking
nm3722800	Casey Twenter	Rudderless
nm13537913	Nika Heinrich	Rumspringa
nm3092181	Patrick Lope	Running with Speed, The Rise and Rise of Bitcoin
nm0699693	Aleksandr Ptushko	Ruslan and Ludmila, Sadko, The Stone Flower, Viy
nm0464964	Vyacheslav Kondratev	Rzhev
nm0256532	E.V.H. Emmett	Sabotage
nm0195571	Massimo D'Avak	Sacrifice!, The Perfume of the Lady in Black, Who Saw Her Die?
nm5047072	Guillermo de Oliveira	Sad Hill Unearthed
nm4718922	Lamont Gray	Saints and Soldiers: Airborne Creed
nm1887982	Yasushi Matsuura	Samurai Commando: Mission 1549
nm8421031	Harri Sippola	Samurai Rauni
nm7303083	Ashish Raikar	Sandook
nm0558001	Fred Mata	Santa with Muscles
nm3221976	Nancy Gideon	Savage
nm7640579	Jamie Fraser	Say Your Prayers
nm0478579	Georges de La Fouchardière	Scarlet Street, The Bitch
nm2328663	Doug Milburn	Scottish Mussel
nm11150426	Shannon Arballo	Scramble the Seawolves
nm0595062	Federico Moccia	Scusa ma ti chiamo amore, Three Steps Above Heaven
nm1253633	Kristijonas Vildziunas	Seneca's Day
nm0269541	John Faxon	Sensation Hunters
nm1234160	Esteve Rovira	Serrallonga
nm0371312	Lysa Heslov	Served Like a Girl, Terror in Beverly Hills
nm0113702	Helen Gurley Brown	Sex and the Single Girl
nm1016428	James Marsh	Shadow Dancer, The King, The Theory of Everything, Wisconsin Death Trip
nm1975630	David Ren	Shanghai Kiss, The Girl from the Naked Eye
nm1350694	Sachio Ito	She Was Like a Wild Chrysanthemum
nm0725957	Maryann Ridini Spencer	Shepherd
nm0525178	Herbert G. Luft	Shock Corridor, Shoot, The Mutations
nm0184344	Gianfranco Couyoumdjian	Silent Action, The Last Hunter, Zombie, Zombie Holocaust
nm0918266	Rex Weiner	Silent Night, Deadly Night 3: Better Watch Out!, The Adventures of Ford Fairlane
nm0627285	Juha Nevalainen	Silja - nuorena nukkunut, The Unknown Soldier
nm5427467	Baraka Noel	Sinphony
nm0556789	Judi Ann Mason	Sister Act 2: Back in the Habit
nm6574444	Yusron Fuadi	Skull
nm0566407	Mark McCorkle	Sky High
nm2472979	Aatto Supanen	Sleeping Beauty
nm2949579	Aaron Yeger	Sleeping Giant
nm0368346	Nizar Hassan	Sleepless Nights
nm0187232	Richard Creedon	Snow White and the Seven Dwarfs
nm4165840	Dmitriy Terekhov	Sokrovishcha O.K.
nm0718804	Mate Relja	Son of Samson, Train in the Snow
nm1410159	David Bruckner	Southbound, The Night House, The Ritual, V/H/S
nm0808839	Joshua Smith	Space Is the Place
nm2331285	Clément Roussier	Sparring
nm0852005	Augustus Taylor	Special Report: Journey to Mars
nm0088670	Alfred Block	Speedway, Way Out West
nm8543105	Chris Weller	Spelling the Dream
nm0812293	Amy Sohn	Spin the Bottle
nm5113920	David Wilson	Spirit Riders, The Underneath
nm1626504	Nguyen Hoang Nam	Spirits
nm0755172	Margaret Sachs	Spooky House, There Is No 13
nm2671096	Eugene Kotlyarenko	Spree, Wobble Palace
nm10932924	Trish D Chetty	Squaring the Circle: The Story of Hipgnosis
nm0238746	Maciej Drygas	Stan niewazkosci
nm4145065	Jonathan Taieb	Stand
nm5124810	Joseph D. Johnston	Steven Universe: The Movie
nm1354763	Krishna D.K.	Stree
nm0793061	Yoshiko Shibaki	Street of Shame, Suzaki Paradise: Red Light District
nm2354923	Josie Long	Super November
nm6914293	Milena Radulović	Superdeep, The Balkan Line
nm13790202	Kamal Shukla	Suraj Pe Mangal Bhari
nm0441499	Robert Katscher	Sweet and Lowdown, Wonder Bar
nm0760437	Anna Samueli	Sword of War
nm1081888	Jawad Metni	Take Care of Maya, The Volcano: Rescue from Whakaari
nm7069760	Pin Chun Lin	Take Me to the Moon, The Silent Forest
nm2657276	Ed Aldridge	Tan Lines
nm6942870	Eric Schwartz	Tattoo Nation
nm0204382	Clark Davis	Teenage Strangler
nm3574649	Chi-Ho Fong	Temptation of a Monk, Tiger Cage II
nm0594258	Tôru Miura	Tenchi Forever!: The Movie, Tenchi the Movie - Tenchi Muyo in Love
nm3264388	Giovanni Aloi	Tensione superficiale
nm4975719	Sergei Kibus	Teofrastus
nm0448517	Alan Kennington	Terror House
nm0070863	Barry Benefield	Texas, Brooklyn & Heaven
nm3184677	Antoinette Jadaone	That Thing Called Tadhana
nm0706993	Norman Reilly Raine	The Adventures of Robin Hood, The Life of Emile Zola
nm1373686	Jeff L. Lieberman	The Amazing Nina Simone
nm0928230	John Wilcox	The Amazing Panda Adventure
nm0195516	Silvio D'Arzo	The Anatomy of Love
nm4679256	Matt Wilson	The Angry Birds Movie
nm9201930	Francesco Basso	The Antithesis
nm1188888	Napoleon A. Chagnon	The Ax Fight
nm0848196	Shirley Tallman	The Babysitter's Seduction
nm0760650	Juliana San José de la Fuente	The Battle of Crete
nm0367750	William Fryer Harvey	The Beast with Five Fingers
nm3012089	Zhen Jia	The Big Shot
nm0880618	Edgar G. Ulmer	The Black Cat
nm1052162	Bryan Bertino	The Blackcoat's Daughter, The Dark and the Wicked, The Strangers, The Strangers: Prey at Night
nm5514857	Stephen Boyer	The Boy Behind the Door, The Wrath of Becky
nm1277547	Vineet Kumar Singh	The Brawler, Ugly
nm2424610	Vallo Kirs	The Class
nm1391204	Jeremy Pronk	The Core
nm0419750	Jennifer Jayne	The Crawling Eye, They Came from Beyond Space
nm2613893	Artur Kowalewski	The Crown Witness
nm0401834	Gerhard F. Hummel	The Devil's Daffodil, The Door with Seven Locks
nm0547599	Ludovica Marineo	The Devil's Honey
nm2522077	Nagaru Tanigawa	The Disappearance of Haruhi Suzumiya
nm7263582	Anna Kapustina	The Earth Is Blue as an Orange
nm0399836	Fred Hudson	The Education of Sonny Carson
nm6034657	Bryan Tan	The Emissary
nm13119403	Taylor Bird	The Engagement Plot
nm0932718	W.G. Wills	The Eternal Strife
nm1225271	Vasili Zhukovsky	The Fair Barbara
nm0009029	Peter Abrahams	The Fan
nm0397987	Jean Howell	The Fast and the Furious
nm0473748	Jay M. Kude	The Flesh Merchant
nm3396820	Nele Wohlatz	The Future Perfect
nm0797220	Tom Sierchio	The Girl Who Invented Kissing, The Heat, Trainwreck, Untamed Heart
nm0136024	David Carayan	The Golden Ball
nm1031549	Takeo Nagamatsu	The Golden Bat
nm2872558	Tony Scherman	The Great Debaters
nm0299797	René Fülöp-Miller	The Great Moment, The Great Sinner
nm0611249	Herbert Muhammad	The Greatest
nm3771227	Guillermo Amoedo	The Green Inferno, The Inhabitant, The Stranger
nm3434748	Iren Rozdobudko	The Guide
nm4621168	Ken Urban	The Happy Sad
nm2591865	Colette Camden	The Hatchet Wielding Hitchhiker
nm6459752	Curtis Carnahan	The Haunting of Mia Moss
nm0204602	Fitzroy Davis	The Heat's On
nm0671487	Steve Pemberton	The Hitchhiker's Guide to the Galaxy
nm0277337	Wain Fimeri	The Hunter
nm3701612	Jessica M. Thompson	The Invitation, The Light of the Moon
nm0255613	Jon Else	The Island President, Top Gun
nm0848819	Amy Tan	The Joy Luck Club
nm0272104	Michael Findlay	The Kiss of Her Flesh, The Touch of Her Flesh
nm0097106	Eduard Bornhöhe	The Last Relic
nm0092859	Wlodzimierz Bolecki	The Last Schoolbell
nm4202930	Mandie Abraham	The Last Vampire on Earth
nm8460093	Andrew Jacob Brown	Piercing Wounds
nm7623960	Shun Fukudome	Psycho-Pass: Sinners of the System Case.2 First Guardian
nm2264123	Travis Campbell	Return to Nuke 'Em High Volume 1
nm11150424	Carlos Arballo	Scramble the Seawolves
nm0397678	William K. Howard	Sherlock Holmes
