DIRECTORID|NAME|RESPOSTA|STATUS
nm3205840|Bryan Ferriter||
nm0176448|James A. Contner||
nm0003786|Marc Singer||
nm0035502|Frederick S. Armitage||
nm9197180|Kyung-min Ko||
nm3365624|John Hsu||
nm2608588|Chris Alonso||
nm2300570|J.D. Dillard||
nm2008556|Filipa Reis||
nm2356075|Tony Hadlock||
nm6016935|Joan Marc Zapata||
nm3501272|Harrison Atkins||
nm5123037|Ehécatl García||
nm2025391|Astra Taylor||
nm0662242|Francine Parker||
nm0745330|Richard Rothstein||
nm0137363|Carlo Carlei||
nm1982209|Andrew Drazek||
nm0787125|Michael Shackleton||
nm0905953|Jörg Wagner||
nm0472605|Paul Krüger||
nm1174756|Pascal-Alex Vincent||
nm0778280|Rolf Schübel||
nm1129691|Håvard Bustnes||
nm1120092|Jasmila Zbanic||
nm1413218|John Ross||
nm6656762|Anderson Cowan||
nm0000110|Kenneth Branagh||
nm2899940|John Butler||
nm0171253|Warren Coleman||
nm0358530|Rumle Hammerich||
nm0294973|Randall Fried||
nm1556116|Kevin Kölsch||
nm0639404|Peter O'Brian||
nm1923551|Amanda Sthers||
nm1656967|Robert Marianetti||
nm1193005|Kim Sung-ho||
nm0137830|Henning Carlsen||
nm0838282|Paul Francis Sullivan||
nm2003157|Anthony G. Sumner||
nm1694163|Lon Beyer||
nm13524976|Cemal Alpan||
nm3761088|Martti Helde||
nm7415469|R. Ravikumar||
nm0473488|Robert Kubilos||
nm10508115|Rushawn Tanksley||
nm2929021|Dawn Porter||
nm0001093|John Dahl||
nm0271284|Massimo Felisatti||
nm0049307|Burt Balaban||
nm2675586|Amit Gupta||
nm0797672|Slobodan Sijan||
nm3852604|Ryôhei Watanabe||
nm1869088|Niki Drozdowski||
nm0167043|Hans Peter Cloos||
nm0808542|Jack Smith||
nm5831685|Shelby Blake Bartelstein||
nm0251028|Ferdi Egilmez||
nm0433716|Hans-Henrik Jørgensen||
nm0926892|David Wickes||
nm10732000|Almudena Longares||
nm3244166|Jong Hyeon Yang||
nm4680629|Christelle Raynal||
nm8748053|Vadim Valiullin||
nm3401430|Sebastian Howard||
nm1561203|Shôgo Furuya||
nm1753003|John Lundberg||
nm2694309|Louie Psihoyos||
nm2871451|Sara St. Onge||
nm0217691|Tom DeLonge||
nm2650383|Luca Boni||
nm1009774|María Lidón||
nm0879576|Irfan Tözüm||
nm1200693|Gillian Greene||
nm0389591|P.J. Hogan||
nm7909558|Goo Mo||
nm0591880|Kote Mikaberidze||
nm3668395|Yuri Kanchiku||
nm3607398|Suseenthiran||
nm2639966|Srikanth Addala||
nm5140080|Dmitriy Suvorov||
nm1548476|Luigi Cecinelli||
nm0710272|Kyle Rankin||
nm0904901|Kari Väänänen||
nm2958347|Cory Carroll||
nm4883553|Oleh Sentsov||
nm4390649|David Lewandowski||
nm0213191|Doug Dearth||
nm6485055|Stian Servoss||
nm1090765|Simplício Neto||
nm1151613|Christian Vuissa||
nm0006646|Reto Salimbeni||
nm1995411|Stacy Sherman||
nm3113919|Chiara Bellosi||
nm0262450|Katerina Evangelakou||
nm1347425|Baek-yeob Seong||
nm0920031|Dean Wellins||
nm0084207|Todd Bishop||
nm0172018|Marc Collin||
nm1802251|Michele Mulroney||
nm7385243|Ilya Chizhikov||
nm1231312|Ghazi Albuliwi||
nm1594090|Peter Himmelstein||
nm2554464|Dave Needham||
nm6081402|Christopher Griffiths||
nm0473170|Grzegorz Królikiewicz||
nm5310164|Dennis Liu||
nm7783633|Joel Best||
nm2979239|Cameron Thrower||
nm0272595|Ross Ferguson||
nm2959338|Jakub Piatek||
nm1589083|Birgit Grosskopf||
nm2749708|Lorenzo Cicconi Massi||
nm0064961|Gorman Bechard||
nm4579800|Deon Maas||
nm3472098|Charles Gozali||
nm0758508|Sidney Salkow||
nm2307631|Valerio Mieli||
nm0415689|Ebba Jahn||
nm0005829|Claire Pijman||
nm0463542|Juha Koiranen||
nm0185473|Edgardo Cozarinsky||
nm0195934|Lawrence D'Souza||
nm1262711|Sam Kelly||
nm1418764|Harry Michell||
nm0000270|Gabrielle Anwar||
nm0042849|Howard Avedis||
nm0712917|Marc B. Ray||
nm0654494|Earl Owensby||
nm2754753|Gjorce Stavreski||
nm0693648|Jean-François Pouliot||
nm4229397|Kenji Yokoi||
nm1380355|Andy Humphries||
nm1577474|Çagla Zencirci||
nm3116234|Ricky Rijneke||
nm0084775|Vibeke Bjelke||
nm0144239|Richard Cassidy||
nm1266243|Heikki Kossi||
nm0080143|Bhadran||
nm1225831|Sean Ackerman||
nm7657548|Camilla Hall||
nm2375643|Yoann-Karl Whissell||
nm1749002|Gen Sekiguchi||
nm0847432|Fumihiko Takayama||
nm8099370|Ka-Leung Ng||
nm0428825|Michael Jones||
nm1373686|Jeff L. Lieberman||
nm0758066|Enrico Maria Salerno||
nm0328829|Michael Goode||
nm1516023|Nick Quested||
nm7110804|Yong-ho Son||
nm2988421|Justin M. Seaman||
nm0502422|Malcolm Leo||
nm0043622|Fernando Ayala||
nm0625379|Gary Nelson||
nm2311659|Ruth Meehan||
nm3988854|Joshua Wong||
nm0237836|Jean-Paul Le Chanois||
nm1355731|Josh Lowell||
nm2367654|Manette Loudon||
nm0728335|Jacobo Rispa||
nm3778704|Oskars Rupenheits||
nm0798134|Sam Sills||
nm1408290|Steven Williford||
nm0001104|Frank Darabont||
nm0819733|Jon Springer||
nm9204952|Brendan Rudnicki||
nm0769585|Armand Schaefer||
nm13777760|Matt Sarnecki||
nm4843792|Byoung-Wook Ahn||
nm2648766|Vitaliy Versace||
nm0879283|Nikos Tzimas||
nm5687619|Catarina Vasconcelos||
nm13534185|Isaac Barrao||
nm0003930|Will Wallace||
nm2883759|Jerry Carlsson||
nm0848090|Amy Talkington||
nm0705497|Vulo Radev||
nm3047820|Davide Minnella||
nm6831981|Tony Prescott||
nm0643401|Jerzy Oblamski||
nm1360508|Jennifer Perrott||
nm2762061|Justin Russell||
nm5033535|Carlo Zoratti||
nm0438597|Dean Kapsalis||
nm5367742|Emilia Ferreira||
nm0906550|Sally Wainwright||
nm0618284|Ray Müller||
nm6005579|K Pontuti||
nm0223412|Satoshi Dezaki||
nm0414499|Ken Jacobs||
nm0656996|John Paizs||
nm4603076|Petras Baronas||
nm5617646|Amjad Abu Alala||
nm3206815|Kwon Hyeok-jae||
nm0604344|Rob Moretti||
nm0877693|Ken Turner||
nm3733146|Babu Sivan||
nm0593571|Mark Mitchell||
nm1683968|Rebecca Richman Cohen||
nm0573047|Kevin McMahon||
nm1637556|Sloan Copeland||
nm3004893|Jimmy ScreamerClauz||
nm3931392|David Bolt||
nm0156926|Jiayi Wang||
nm0629259|Eddie Nicart||
nm0162878|Souleymane Cissé||
nm0803350|Sangeeth Sivan||
nm3040914|Dai Sakô||
nm2149063|Angelin Preljocaj||
nm0870538|Lance Tracy||
nm0945424|Hyoe Yamamoto||
nm2087291|Peyton Wilson||
nm5598223|Stallone Vaiaoga-Ioasa||
nm1241516|Shinji Imaoka||
nm0318795|Stuart Gillard||
nm4557355|Paul Fleschner||
nm1848095|Aarón Fernández Lesur||
nm0009488|Jeff Abugov||
nm3468971|Dieter H. Wagner||
nm0561879|Bradford May||
nm3040373|Isa Campo||
nm0095524|Richard Boone||
nm0226202|Joe Dietl||
nm4731208|Tory Jones||
nm0353539|Arno Hagers||
nm0217825|David Delrieux||
nm9757610|Sabrina Rochelle Kalangie||
nm0601887|Stefan Moore||
nm4283912|Christian Paigneau||
nm1360908|Philipp Stennert||
nm3965946|Juan Daniel Fernández Molero||
nm3972347|Leena Manimekalai||
nm0619966|Nobuo Nakagawa||
nm0993644|Taryn O'Neill||
nm2846593|Mike Dudko||
nm1901991|Jijy Philip||
nm0872868|Laurence Trimble||
nm2933864|Greg Jacobs||
nm0177862|Arthur Melbourne Cooper||
nm0508542|Wenhua Li||
nm9844459|Pippa Seymour||
nm1396104|Anthony Byrne||
nm0002749|Michael Nankin||
nm0869645|Viktor Tourjansky||
nm0403414|Arthur Hurley||
nm0275312|Jan Fethke||
nm1587769|Mohamed Yasine||
nm0034860|Don Arioli||
nm0486010|Philippa Langdale||
nm0014152|Humayun Ahmed||
nm0189752|Jon Crowley||
nm0580814|Fernando Merino||
nm1912959|Payman Benz||
nm0096272|Vitold Bordzilovskiy||
nm2169377|Jared Isham||
nm2712890|Hugo Macgregor||
nm0005640|Helmuth Ashley||
nm12675888|Oh Yoon-dong||
nm0034745|Michael Arick||
nm0770066|Manuel Schapira||
nm2017421|Page Hurwitz||
nm5103050|Jason Wan Lim||
nm2803497|Dustin Mckenzie||
nm2574778|Paul Olding||
nm1546548|Martin Williams||
nm0924352|Tim Whitby||
nm2943356|Nour Wazzi||
nm3873925|Pia Asikainen||
nm1842600|Maximilian Leo||
nm4171068|Daniele Misischia||
nm2217829|Patricia Garcia Rios||
nm0322560|John Glenister||
nm4565028|Ariel Heller||
nm0922781|Viva Westi||
nm8839525|Loïc Hobi||
nm4772008|Yulin Kuang||
nm0764275|Steven J. Santos||
nm0823088|Wladyslaw Starewicz||
nm3318206|Christopher G. Moore||
nm1429229|Leena Paavonen||
nm1136536|Mike Ibeji||
nm1789568|Kenny Scott||
nm0502039|Gary Lennon||
nm1408102|Sally Thomson||
nm3413313|Aaron Moles||
nm5499209|Iwan Watson||
nm0169394|Gerry Cohen||
nm0620052|Sadao Nakajima||
nm5204072|Gino Raphael Payne||
nm1963164|Sophie Lepault||
nm5813583|Carlos Fernandez de Vigo||
nm9600842|Rodrigo Cesar||
nm0782096|Enrique Segoviano||
nm0386032|György Hintsch||
nm0675479|Bill Persky||
nm0252177|Viktor Eysymont||
nm0304604|Bruno Gantillon||
nm4244515|Nila Madhab Panda||
nm0434633|Shigenori Kageyama||
nm0937747|Fred Wolf||
nm0022913|Mark A. Altman||
nm1158978|Horacio Fredriksson||
nm6872947|Victor Saint Macary||
nm2789162|Grant Olin||
nm1015191|Frédéric Louf||
nm3019031|Allison Eckert||
nm1996352|Matthew Michael Carnahan||
nm0745247|Rodney Rothman||
nm5036765|Shazia Javed||
nm4796818|Emad Burnat||
nm0657162|George Pal||
nm3539789|Hark Joon Lee||
nm3299329|Nicolas Charlet||
nm1198306|Joy Chapman||
nm0363214|Jan Harlan||
nm0808914|Keith L. Smith||
nm0318271|Warwick Gilbert||
nm0498213|Lee Sang-woo||
nm1571412|Yann Gozlan||
nm1849326|Steven Nesbit||
nm3043504|Kristina Buozyte||
nm0747003|Duncan Roy||
nm2371848|Jay Martin||
nm1785771|Tuna Kiremitçi||
nm0500177|Barrett J. Leigh||
nm1835052|Jacob Hatley||
nm0318429|David Giler||
nm1514370|Joshua Grannell||
nm2416943|Kyle Wilamowski||
nm0373136|Mitch Hedberg||
nm7812130|Vladislav Khesin||
nm0843467|Joe Syracuse||
nm3421122|Baharak Saeid Monir||
nm0300712|Jim Gaffigan||
nm0075849|Shari Springer Berman||
nm2405259|Paul Thomas||
nm0000739|Debbie Allen||
nm1088173|Alicia Sams||
nm0131837|Sylvia Caminer||
nm0785029|Michael Seresin||
nm3410237|Alethea Arnaquq-Baril||
nm3738224|John Rushing||
nm0303889|Patrick Gambuti Jr.||
nm0924121|Lee Whittaker||
nm0794109|Nell Shipman||
nm0112506|Simón Bross||
nm0861826|Peter Thorwarth||
nm0879631|Sloane U'Ren||
nm2289381|Nadia Hallgren||
nm0226437|Jed Diffenderfer||
nm3601131|David Alvarado||
nm1533465|Najaa Young||
nm0295209|Ed Friedman||
nm0674034|Rachel Perkins||
nm3209872|Joe Chien||
nm15373123|Munish||
nm0399853|Hugh Hudson||
nm8398120|Yu Tianqi Kiki||
nm5130187|Fabrizio Conte||
nm0433588|Óskar Jónasson||
nm8683067|Anastase Liaros||
nm0798926|Joel Silverman||
nm7082849|Karin Engman||
nm0235590|Aleksandr Dovzhenko||
nm0334123|Jo Graham||
nm1013354|Donna Davies||
nm1646024|David Marmor||
nm7571829|Auturo Gavino||
nm1637832|Daniel Roby||
nm0999525|Daniel Noah||
nm0268051|Ned Farr||
nm1237255|David Boorboor||
nm6605086|Marieke Blaauw||
nm0794971|Del Shores||
nm1719084|Brian Shoaf||
nm5393484|Jesse Zwick||
nm0899464|Minna Virtanen||
nm5617648|Nick Hooker||
nm0784032|Robin Sen||
nm0791231|Steve Shelley||
nm0071066|Ray Bengston||
nm3065748|Tobias Nölle||
nm0122195|Mark Burman||
nm0655603|Kevin Padden||
nm0277599|David Fine||
nm1540972|Xavier Ramonède||
nm3646206|Jonah Schwartz||
nm0000024|John Gielgud||
nm0412495|Guillermo Iván||
nm0580803|Amaia Merino||
nm2195993|Konstantin Buslov||
nm1223910|Sujoy Ghosh||
nm0072001|Rick Bennett||
nm0622732|Deepti Naval||
nm0003975|Jeff Stephenson||
nm0107543|Herbert Brenon||
nm4170048|Ari Aster||
nm0199722|Rod Daniel||
nm0621576|Nas||
nm0930782|Hype Williams||
nm4688751|Justin MacGregor||
nm0289653|Tracy Fraim||
nm5039620|Jeff Murray||
nm3174584|Armando Bo||
nm0101227|Cory Bowles||
nm0877456|Chester Novell Turner||
nm0387976|Martín Hodara||
nm3234056|Kazumi Kurigami||
nm2086072|Ben Cummings||
nm1210984|Curro Velázquez||
nm0264009|Wayne Ewing||
nm1327197|Tim Janis||
nm0208343|Raymond De Felitta||
nm0000972|Tinto Brass||
nm0003984|Guy Gonçalves||
nm0617783|Jacques Méthé||
nm0246503|Agustín Díaz Yanes||
nm1898231|Ryan Bajornas||
nm6008906|Savvas Christou||
nm0132709|Martin Campbell||
nm0083216|Gaston Biraben||
nm2130745|Axelle Carolyn||
nm0942408|Geoffrey Wright||
nm0793910|David Shiner||
nm0073384|Emmanuelle Bercot||
nm4727866|Lois Patiño||
nm1839366|David Winton||
nm0480894|Stéphane Lafleur||
nm0005563|Irwin Winkler||
nm2928364|Sebastián Silva||
nm0677831|Giuliano Petrelli||
nm3511889|Jung-hwa Chung||
nm2937097|Bernardo Arellano||
nm3283572|Katrina Irawati Graham||
nm1632985|Steve Winter||
nm0208631|Gert de Graaff||
nm4491651|David Burns||
nm4150025|Graham Hughes||
nm0841615|Michael Swan||
nm2426273|Damon Maulucci||
nm3909526|Brent Nemetz||
nm4479296|Emil Heradi||
nm1335387|Prithviraj Sukumaran||
nm2095461|Sean Donnelly||
nm0684509|Claude Pinoteau||
nm2800717|Ignacio Tatay||
nm0644100|Peter Odiorne||
nm0379797|Tibor Hernádi||
nm3283841|Elliot Goldner||
nm3255797|Dean Fleischer Camp||
nm1960325|Justin Webster||
nm0701821|Marie Pérennou||
nm0381478|Jared Hess||
nm2782185|Rupert Sanders||
nm5166504|Itay Tal||
nm0365615|Greg Harrison||
nm0006690|Giacomo Battiato||
nm0523932|Ernst Lubitsch||
nm2601760|Tatsuya Ogishima||
nm0996406|Hilary Audus||
nm0726651|Lawrence Riggins||
nm0505697|Peter Levin||
nm0037867|Yann Arthus-Bertrand||
nm1726235|Doug Turner||
nm6011302|Debbie Williams||
nm0474430|Yuri Kulakov||
nm0019010|Tracy Alexson||
nm0175833|Kelly Aluise||
nm3712568|Aaron Kopp||
nm8819942|Alejandro Marín||
nm0197304|Akira Daikubara||
nm3159714|Scott Vickers||
nm15595443|Kim Su-Jin-I||
nm0000766|Theodoros Angelopoulos||
nm0267659|Kevin P. Farley||
nm15568796|Ahn Byung-Ki||
nm0348410|Michael Gunton||
nm0089943|Toby Bluth||
nm0063785|Henry Bean||
nm0790519|Donald Shebib||
nm6840133|Torsten Hoffmann||
nm0125524|Jason Buxton||
nm0233288|Tamar van den Dop||
nm4437136|Dzintars Dreibergs||
nm2488934|Alexia Walther||
nm0075562|Abby Berlin||
nm1793586|Robert Olsen||
nm6436434|Anton Dyakov||
nm0132095|Roy Campanella II||
nm1319274|Troy Kotsur||
nm3626583|Lucien Castaing-Taylor||
nm0000907|Richard Benjamin||
nm1413364|Ariel Schulman||
nm0851731|Nils Tavernier||
nm0470629|Michael Kreihsl||
nm0398979|Ta Huang||
nm0300093|Jim Gable||
nm0749484|Wesley Ruggles||
nm0585344|Jim Mickle||
nm1622836|Masahiro Andô||
nm0087595|Jamie Blanks||
nm0160840|Jon M. Chu||
nm0728651|Viktors Ritelis||
nm0217034|Migel Delgado||
nm0567162|Gerald McCullouch||
nm2327397|Darcyana Moreno Izel||
nm4098523|Anna Elizabeth James||
nm0931435|Paul Williams||
nm0426785|Michelle Johnston||
nm2162601|Andre Welsh||
nm0277342|Michael Fimognari||
nm0505230|Jeremy Leven||
nm0533381|Peter Mackenzie||
nm0376801|Robert Hendrickson||
nm2720681|Riley Stearns||
nm4109584|Dave Tynan||
nm5657422|Tarzan Nasser||
nm1174251|Daniel Espinosa||
nm6388029|Marco Renda||
nm0849755|Masato Tanno||
nm0386238|Tadashi Hiramatsu||
nm1360778|Tanja Schwerdorf||
nm0962157|Javier Cárdenas||
nm0553237|Pierre-François Martin-Laval||
nm0607751|Alessandra Mortelliti||
nm0348264|Björn Gunnarsson||
nm0056725|Christophe Barratier||
nm0692415|Ralph E. Portillo||
nm0201524|Michael D. Olmos||
nm0447523|Tamás Keményffy||
nm3319322|Oliver Schwehm||
nm1058656|Rolands Kalnins||
nm0124834|William Butler||
nm0565560|Winsor McCay||
nm0556255|Francesco Maselli||
nm1902145|Joshua Lim||
nm1595335|Frédéric Tellier||
nm0281502|Max Fleischer||
nm1085933|Nancy Leopardi||
nm2829306|Mickalene Thomas||
nm1959662|Vishal Pandya||
nm1365652|Megan Peterson||
nm4246726|Joanna Coates||
nm0572385|Mark McLaughlin||
nm0160614|Richard Pepin||
nm0554632|Eugenio Martín||
nm10305243|Akaki Sakhelashvili||
nm0799050|Marc Silverstein||
nm1530422|Steve Barker||
nm0766263|Shinsuke Satô||
nm5867742|Aaron M. Abelto||
nm1732415|Stacey Edmonds||
nm1491595|Hiroshi Ishikawa||
nm0005540|Keenen Ivory Wayans||
nm5262488|Pavel Khvaleev||
nm4718363|Drew Pollins||
nm1844803|Helen Levitt||
nm4074711|Paul Shrimpton||
nm1974935|Michal Makarewicz||
nm1245306|Shin Misawa||
nm3462641|Gleb Orlov||
nm0004554|Ben Hernandez Bray||
nm3301012|Joshua Fraiman||
nm0918660|Gary Weis||
nm1079046|Edgar Hagen||
nm0271835|Fengliang Yang||
nm0861362|Chaz Thorne||
nm1068661|Frank Beauvais||
nm2177665|Sunil Kumar Agrawal||
nm1637364|Priit Pääsuke||
nm0692634|Brian Posehn||
nm4535467|Dominic Pearce||
nm1576218|Olga Stolpovskaja||
nm8187463|Xianfeng Zhang||
nm11358758|Marcello Caporiccio||
nm0859323|Pascal Thomas||
nm0500867|Miroslav Lekic||
nm5654710|Karl Turkel||
nm3686102|Aleksandra Gowin||
nm5904533|Amandine Fredon||
nm0791528|Chiang Shen||
nm0940668|Kate Woods||
nm2450688|Eliza Schroeder||
nm0709411|Mark Rance||
nm0483812|Robert Lamoureux||
nm1802093|Brian DeCubellis||
nm0410478|Alberto Isaac||
nm0248989|Joshua Edelman||
nm4025545|Hamish Bennett||
nm0510912|Justin Lin||
nm1729222|Graham Streeter||
nm7237349|Karina Mirzoyan||
nm0718115|John Reinhardt||
nm1827821|Gregg Simon||
nm0640560|Hugh O'Conor||
nm2669564|R Balki||
nm0637615|Gaspar Noé||
nm0328126|Domingo González||
nm2618311|Steven Lawson||
nm4372755|Carlos Osuna||
nm0676704|Todd Peters||
nm0041604|Michael Audley||
nm0658299|John Palmer||
nm6933821|Ryan Prior||
nm0008080|Olivier Abbou||
nm2182524|Mark Jackson||
nm0329650|Nicholaus Goossen||
nm3704075|Penny Lane||
nm0248495|Gary Eck||
nm0396913|André van der Hout||
nm0842944|Hans-Jürgen Syberberg||
nm0696169|Brian Presley||
nm4417935|Devereux Milburn||
nm5045026|Milos Mitrovic||
nm0162668|Daniele Ciprì||
nm0414996|Joseph Jacoby||
nm0006357|Daniel Schmid||
nm0682885|Paolo Pietrangeli||
nm0936358|Herbert Wise||
nm0912874|Jennifer Warren||
nm0476508|Hussi Kutlucan||
nm1732981|Martin McDonagh||
nm1506908|Talulah Riley||
nm4252151|Ignatiy Vishnevetsky||
nm5364864|Taedong Park||
nm3660751|Rahat Mahajan||
nm0659849|B. Ramakrishnaiah Panthulu||
nm1196386|Jaideep Sen||
nm0065663|James Becket||
nm4861847|Carlos Alonso Ojea||
nm4521136|Shirel Peleg||
nm0587557|Sofiya Milkina||
nm2500904|Joji Koyama||
nm3223128|Leonardo Medel||
nm0803112|Marisa Sistach||
nm9276091|Nick Alfieri||
nm0423711|Steen Johannessen||
nm0821472|John M. Stahl||
nm0635741|Mehdi Norowzian||
nm0261629|Danishka Esterhazy||
nm0915003|Michael Watt||
nm1902132|Károly Ujj Mészáros||
nm0203429|Martin Davidson||
nm3515949|Ricky Wood||
nm4772724|Coline Assous||
nm1021166|Bonner Bellew||
nm0994393|Maksim Pezhemskiy||
nm2737847|Marc Hoeferlin||
nm7636078|Julien Becquer||
nm0108094|Eric Brevig||
nm1857563|Fran Estévez||
nm0568478|Ross McElwee||
nm0668640|Cezary Pazura||
nm1399259|Sidharth Srinivasan||
nm0702505|Janno Põldma||
nm5198026|Kôsai Sekine||
nm0027459|Stephen J. Anderson||
nm4775772|Andrew Eastel||
nm7701607|Mikey Alfred||
nm0387700|Sam Hobkinson||
nm0016966|Nicolai Albrecht||
nm3794650|Alexandra Codina||
nm1938777|Machete Bang Bang||
nm3483756|Marcos Martínez||
nm15183342|Ekaterina Kalinina||
nm0381699|Fraser C. Heston||
nm3118792|Kyle Ambrose||
nm0070436|Steve Bendelack||
nm0481695|Jason Lai||
nm0039339|K. Asif||
nm0356867|Arto Halonen||
nm1367960|Steven Sawalich||
nm1867424|Seok-won Choi||
nm1133652|Miguel Ferrari||
nm1122911|Byung-chun Min||
nm6857117|Sara Crow||
nm1438487|John Harden||
nm0423428|Richard Jobson||
nm1098834|João Moreira Salles||
nm2685346|Tony Spataro||
nm6723428|Michael Taylor Pritt||
nm8888113|Vasilisa Kuzmina||
nm1182776|Bernard Werber||
nm0098360|Scott Boswell||
nm0109173|Randy Bright||
nm2809195|Emma De Swaef||
nm0243564|Andrés Duque||
nm0041642|Jacqueline Audry||
nm2280670|Martha Holmes||
nm1124595|Frantisek Vasa||
nm1537069|Keiichi Sugiyama||
nm2923315|Atle Knudsen||
nm8731231|Felipe Novaes||
nm0190228|Ace Cruz||
nm1628602|Frank Bochanski||
nm0812773|Helena Solberg||
nm2844329|Yoshimi Itazu||
nm0091668|Antonia Bogdanovich||
nm0689076|Ana Poliak||
nm1791088|Jeff Springer||
nm0941067|Abbe Wool||
nm1370208|Man-dae Bong||
nm0723033|Nicolas Ribowski||
nm4628425|Vladimir Markov||
nm5724850|Pawel Ferdek||
nm3491515|Philip Yung||
nm0906687|Eijirô Wakabayashi||
nm1814880|Martin Lund||
nm1119214|Shinichi Omata||
nm0047595|Bruce Baillie||
nm0150802|Benny Chan||
nm0498991|Doug Lefler||
nm1634308|Amy Flannery||
nm5573378|Salam Bappu||
nm3421685|Alex Garcia Lopez||
nm1460308|Ásgrímur Sverrisson||
nm5590177|Jamie M. Dagg||
nm0144677|Renato Castellani||
nm0890254|Taavi Vartia||
nm8614207|Pradeep Krishnamoorthy||
nm8090363|Nico Edwards||
nm1125509|Sunny Chan||
nm3773771|Jorge Torres-Torres||
nm7428894|Joseph Daniel Thomas||
nm0244033|Glenn Durfort||
nm5589501|Kristoffer Borgli||
nm0265905|Ragnar Falck||
nm2040006|W. Axel Foley||
nm6624722|Bridget Smith||
nm1177753|Eduardo Nunes||
nm0929317|Toby Wilkins||
nm5316551|Stephen Meek||
nm8400507|Sadhvi Siddhali Shree||
nm2270358|Jon Drever||
nm1519258|Brian Clyde||
nm1717182|Vincent J. Roth||
nm4791111|Danny Rogers||
nm2469809|Jared Marshall||
nm1892926|Brian Andrew Mendoza||
nm3625974|Ilisa Barbash||
nm0353093|Hanno Höfer||
nm0171590|Julio Coll||
nm1856696|Olivier De Plas||
nm0653952|Kelly Overton||
nm0774143|Jon Schnepp||
nm0118807|Harold S. Bucquet||
nm0431454|Ron Joy||
nm5648028|Gustavo Bonafé||
nm1659906|Javier Fuentes-León||
nm13061862|Bingguang Li||
nm3409787|Ofir Raul Graizer||
nm2239821|Caleb Michael Johnson||
nm2176162|Eddie White||
nm5931772|Leandro Mark||
nm1160099|Hannu Puttonen||
nm1326235|David Gould||
nm0581651|Renzo Merusi||
nm0102124|Pat Boyette||
nm12228473|Yingli Zhang||
nm0122427|Rob Burnett||
nm6203989|Mario Mattei||
nm1458763|Libia Stella Gómez||
nm1312074|Jeremy Lutter||
nm1109378|Kurt Hale||
nm0290712|Allan Francovich||
nm0453491|Kim In-shik||
nm6108735|Vladek Zankovsky||
nm0632698|Katsumi Nishikawa||
nm0462076|Tsuneo Kobayashi||
nm11127790|Sibusiso Khuzwayo||
nm2068880|J. Lee||
nm1593190|Andrew Wood||
nm1584575|Carl Colby||
nm2849187|Sasha Moric||
nm0742323|Rudi Rosenberg||
nm1834263|Gilles Balbastre||
nm4735488|Jiri Sádek||
nm3605431|Ben A. Williams||
nm12359277|Irv Drasnin Lucy Ostrander Don Sellers||
nm3835964|Dave Newberg||
nm4371472|Pin-Chuan Kao||
nm5191978|Morgan Galen King||
nm2148889|Aleksey Andrianov||
nm4159663|Fanfan Zhang||
nm0044242|Licínio Azevedo||
nm3210217|Antoine Russbach||
nm0828623|Michael Stevens||
nm0927413|Ute Wieland||
nm1322562|Frédéric D'Amours||
nm0152401|Jay Chapman||
nm0090507|Antonio Boccaci||
nm8224525|Lam Dia-Hama||
nm0566899|Charles McCrann||
nm3756392|John David Ware||
nm1189665|Kenneth Horstmann||
nm1444412|Oz Rodriguez||
nm0648473|Akin Omotoso||
nm13561441|Laura Faerman||
nm3087799|Freddie Wong||
nm1029087|Djo Munga||
nm3344124|Stephen Ringer||
nm2019556|Kwang-Hyun Park||
nm0398596|Hrvoje Hribar||
nm2906049|John Lawlor||
nm6810894|Yukun Xin||
nm4045125|Rintu Thomas||
nm3889830|Mike Karnell||
nm2305479|Bartosz M. Kowalski||
nm9220261|Özer Feyzioglu||
nm0222894|Robinson Devor||
nm3560639|Alex Haughey||
nm0197240|Leon Dai||
nm0915496|Richard Wayman||
nm0446837|Rory Kelly||
nm0312078|Hans W. Geissendörfer||
